year,importer,exporter,dist,gdp_importer,gdp_exporter
2019,ABW,AFG,13256,3310055.866,18799450.74
2019,ABW,AGO,9505,3310055.866,69309104.81
2019,ABW,ALB,9090,3310055.866,15401830.75
2019,ABW,AND,7570,3310055.866,3155149.348
2019,ABW,ARE,12771,3310055.866,417215559.5
2019,ABW,ARG,5359,3310055.866,452818426
2019,ABW,ARM,11109,3310055.866,13619291.36
2019,ABW,ASM,11486,3310055.866,648000
2019,ABW,ATG,1016,3310055.866,1687533.333
2019,ABW,AUS,15233,3310055.866,1391952510
2019,ABW,AUT,8716,3310055.866,445011872.7
2019,ABW,AZE,11504,3310055.866,481742359
2019,ABW,BDI,11119,3310055.866,258126826
2019,ABW,BEL,7842,3310055.866,535376258
2019,ABW,BEN,7955,3310055.866,14391686.63
2019,ABW,BFA,7422,3310055.866,16178162.03
2019,ABW,BGD,15472,3310055.866,351238438.5
2019,ABW,BGR,9347,3310055.866,689154164
2019,ABW,BHR,12303,3310055.866,38653318.09
2019,ABW,BHS,1586,3310055.866,13192800
2019,ABW,BIH,8928,3310055.866,202013238
2019,ABW,BLR,9383,3310055.866,644096479
2019,ABW,BLZ,2082,3310055.866,194525036
2019,ABW,BMU,2254,3310055.866,7423465
2019,ABW,BOL,3217,3310055.866,40895322.85
2019,ABW,BRA,4734,3310055.866,1873288159
2019,ABW,BRB,1132,3310055.866,5304164.323
2019,ABW,BRN,17998,3310055.866,13469422.96
2019,ABW,BTN,15071,3310055.866,2535657.069
2019,ABW,BWA,11179,3310055.866,16695925.03
2019,ABW,CAF,9760,3310055.866,2221301.401
2019,ABW,CAN,3571,3310055.866,1742015045
2019,ABW,CHE,8133,3310055.866,731767398
2019,ABW,CHL,5089,3310055.866,278584733
2019,ABW,CHN,15012,3310055.866,14279937501
2019,ABW,CIV,7286,3310055.866,58539424.93
2019,ABW,CMR,9008,3310055.866,39670977.33
2019,ABW,COD,9616,3310055.866,51775830.73
2019,ABW,COG,9612,3310055.866,12750338.74
2019,ABW,COL,982,3310055.866,323109543.3
2019,ABW,COM,12793,3310055.866,1195019.559
2019,ABW,CPV,5030,3310055.866,1981845.741
2019,ABW,CRI,1561,3310055.866,64417670.08
2019,ABW,CUB,1756,3310055.866,103428000
2019,ABW,CUW,128,3310055.866,2995185.487
2019,ABW,CYM,1426,3310055.866,5943589.096
2019,ABW,CYP,10404,3310055.866,25758357.78
2019,ABW,CZE,8556,3310055.866,252498032
2019,ABW,DEU,8470,3310055.866,3888326789
2019,ABW,DJI,12184,3310055.866,3088853.639
2019,ABW,DMA,983,3310055.866,611537.037
2019,ABW,DNK,8403,3310055.866,347561349
2019,ABW,DOM,660,3310055.866,88941299.73
2019,ABW,DZA,7686,3310055.866,171767403.7
2019,ABW,ECU,1957,3310055.866,108108009
2019,ABW,EGY,10382,3310055.866,303080865.6
2019,ABW,ESP,7117,3310055.866,1393046093
2019,ABW,EST,9085,3310055.866,31045591.75
2019,ABW,ETH,11805,3310055.866,95912590.63
2019,ABW,FIN,9081,3310055.866,268508200
2019,ABW,FJI,12694,3310055.866,5496264.766
2019,ABW,FRA,7681,3310055.866,2728870247
2019,ABW,FRO,7402,3310055.866,3268839.776
2019,ABW,FSM,14284,3310055.866,412479.413
2019,ABW,GAB,8865,3310055.866,16874405.84
2019,ABW,GBR,7538,3310055.866,2878673912
2019,ABW,GEO,11060,3310055.866,174704366
2019,ABW,GHA,7518,3310055.866,68337537.82
2019,ABW,GIN,6158,3310055.866,13442861.44
2019,ABW,GMB,5777,3310055.866,18136088
2019,ABW,GNB,5913,3310055.866,1439638.443
2019,ABW,GNQ,8864,3310055.866,113641341
2019,ABW,GRC,9492,3310055.866,205144152.8
2019,ABW,GRD,902,3310055.866,121348585
2019,ABW,GRL,5909,3310055.866,2994332.324
2019,ABW,GTM,2230,3310055.866,77020015
2019,ABW,GUM,15230,3310055.866,6364000
2019,ABW,GUY,1448,3310055.866,517376092
2019,ABW,HKG,16127,3310055.866,363052489
2019,ABW,HND,1869,3310055.866,25089976.95
2019,ABW,HRV,8714,3310055.866,62246206.34
2019,ABW,HTI,710,3310055.866,14785839.38
2019,ABW,HUN,8924,3310055.866,163526491.4
2019,ABW,IDN,19232,3310055.866,1119099868
2019,ABW,IND,14254,3310055.866,2831552223
2019,ABW,IRL,7167,3310055.866,399122063.5
2019,ABW,IRN,11878,3310055.866,291362916.3
2019,ABW,IRQ,11423,3310055.866,233636097.8
2019,ABW,ISL,6819,3310055.866,24857740.45
2019,ABW,ISR,10636,3310055.866,397934597
2019,ABW,ITA,8475,3310055.866,2011285743
2019,ABW,JAM,946,3310055.866,15830768.55
2019,ABW,JOR,10744,3310055.866,44502895.92
2019,ABW,JPN,13826,3310055.866,5123318152
2019,ABW,KAZ,12978,3310055.866,181667190
2019,ABW,KEN,11879,3310055.866,100379713.7
2019,ABW,KGZ,12896,3310055.866,8871026.074
2019,ABW,KHM,17284,3310055.866,27089389.79
2019,ABW,KIR,12910,3310055.866,177935.349
2019,ABW,KNA,946,3310055.866,1164877.852
2019,ABW,KOR,14184,3310055.866,1651422932
2019,ABW,KWT,11918,3310055.866,136196760
2019,ABW,LAO,16537,3310055.866,18740559.55
2019,ABW,LBN,10632,3310055.866,516059593
2019,ABW,LBR,6529,3310055.866,3319596.5
2019,ABW,LBY,8640,3310055.866,69252306.37
2019,ABW,LCA,993,3310055.866,2118791.548
2019,ABW,LIE,8210,3310055.866,6427248.943
2019,ABW,LKA,16060,3310055.866,83902574.44
2019,ABW,LSO,11407,3310055.866,2451257.579
2019,ABW,LTU,9219,3310055.866,54697379.02
2019,ABW,LUX,7961,3310055.866,70195715.5
2019,ABW,LVA,9099,3310055.866,34308783.83
2019,ABW,MAC,16143,3310055.866,55204758.07
2019,ABW,MAR,6703,3310055.866,119870439
2019,ABW,MCO,8052,3310055.866,7383745.662
2019,ABW,MDA,9663,3310055.866,11971345
2019,ABW,MDG,13336,3310055.866,14191911.51
2019,ABW,MDV,15595,3310055.866,5607762.625
2019,ABW,MEX,3204,3310055.866,1269404277
2019,ABW,MHL,12903,3310055.866,239462
2019,ABW,MKD,9209,3310055.866,12606338.45
2019,ABW,MLI,6722,3310055.866,17280250.81
2019,ABW,MLT,8720,3310055.866,15719500.92
2019,ABW,MMR,16427,3310055.866,68697759.36
2019,ABW,MNE,9024,3310055.866,554220151
2019,ABW,MNG,13304,3310055.866,14206359.01
2019,ABW,MNP,15029,3310055.866,1182000
2019,ABW,MOZ,11852,3310055.866,15390031.04
2019,ABW,MRT,5818,3310055.866,788965584
2019,ABW,MUS,14385,3310055.866,14045808.84
2019,ABW,MWI,11815,3310055.866,11025370.77
2019,ABW,MYS,18051,3310055.866,365276379.5
2019,ABW,NAM,10251,3310055.866,12543203.41
2019,ABW,NCL,13967,3310055.866,9438130.987
2019,ABW,NER,7795,3310055.866,129164556
2019,ABW,NGA,8068,3310055.866,448120428.9
2019,ABW,NIC,1765,3310055.866,12596636.04
2019,ABW,NLD,7891,3310055.866,910194347.6
2019,ABW,NOR,8296,3310055.866,404941363.6
2019,ABW,NPL,14827,3310055.866,34186191
2019,ABW,NRU,13615,3310055.866,118724.074
2019,ABW,NZL,13076,3310055.866,213434571.4
2019,ABW,OMN,13151,3310055.866,880608586
2019,ABW,PAK,13791,3310055.866,320909489
2019,ABW,PAN,1109,3310055.866,66984427
2019,ABW,PER,2825,3310055.866,228323495
2019,ABW,PHL,16772,3310055.866,376823278.6
2019,ABW,PLW,16511,3310055.866,274200
2019,ABW,PNG,15958,3310055.866,24751344.56
2019,ABW,POL,8988,3310055.866,597280564.7
2019,ABW,PRI,781,3310055.866,104914600
2019,ABW,PRT,6631,3310055.866,239986922.6
2019,ABW,PRY,4395,3310055.866,37925338.33
2019,ABW,PSE,10627,3310055.866,17133500
2019,ABW,PYF,9349,3310055.866,600805548
2019,ABW,QAT,12424,3310055.866,175837551
2019,ABW,ROU,9525,3310055.866,249881592.3
2019,ABW,RUS,9937,3310055.866,1693113904
2019,ABW,RWA,11160,3310055.866,103563275
2019,ABW,SAU,12021,3310055.866,803616264.8
2019,ABW,SDN,10957,3310055.866,323380797
2019,ABW,SEN,5683,3310055.866,23398811.42
2019,ABW,SGP,18338,3310055.866,375472731.3
2019,ABW,SLB,14570,3310055.866,157009329
2019,ABW,SLE,6223,3310055.866,4076578.543
2019,ABW,SLV,2081,3310055.866,26896660
2019,ABW,SMR,8455,3310055.866,1616231.696
2019,ABW,SOM,12715,3310055.866,6476674.592
2019,ABW,SRB,9078,3310055.866,51514222.38
2019,ABW,STP,8571,3310055.866,427425.04
2019,ABW,SUR,1790,3310055.866,3984483.762
2019,ABW,SVK,8771,3310055.866,105284375.6
2019,ABW,SVN,8598,3310055.866,54178877.61
2019,ABW,SWE,8710,3310055.866,533879529
2019,ABW,SWZ,11724,3310055.866,4466066.557
2019,ABW,SYC,13981,3310055.866,1684228.529
2019,ABW,TCA,996,3310055.866,1197415
2019,ABW,TCD,9205,3310055.866,11314951.34
2019,ABW,TGO,7838,3310055.866,722039548
2019,ABW,THA,16923,3310055.866,544081056
2019,ABW,TJK,12923,3310055.866,8300784.857
2019,ABW,TKM,12267,3310055.866,45231428.57
2019,ABW,TLS,18273,3310055.866,2047931.7
2019,ABW,TON,12067,3310055.866,512350.059
2019,ABW,TTO,951,3310055.866,23886216.4
2019,ABW,TUN,8321,3310055.866,41772900.76
2019,ABW,TUR,9845,3310055.866,761004425.6
2019,ABW,TUV,12465,3310055.866,5422349
2019,ABW,TWN,15671,3310055.866,610872000
2019,ABW,TZA,12271,3310055.866,61136873.69
2019,ABW,UGA,11380,3310055.866,35353060.63
2019,ABW,UKR,9677,3310055.866,153882982
2019,ABW,URY,5442,3310055.866,61231149.88
2019,ABW,USA,3148,3310055.866,21372572437
2019,ABW,UZB,12735,3310055.866,59907674.03
2019,ABW,VCT,958,3310055.866,910149.699
2019,ABW,VNM,17405,3310055.866,330391329.5
2019,ABW,VUT,13759,3310055.866,93652668
2019,ABW,WSM,11591,3310055.866,85200705
2019,ABW,YEM,12159,3310055.866,218876142
2019,ABW,ZAF,11417,3310055.866,387934574
2019,ABW,ZMB,11256,3310055.866,23308667.78
2019,ABW,ZWE,11592,3310055.866,19284289.74
2019,AFG,ABW,13256,18799450.74,3310055.866
2019,AFG,AGO,7593,18799450.74,69309104.81
2019,AFG,ALB,4345,18799450.74,15401830.75
2019,AFG,AND,5810,18799450.74,3155149.348
2019,AFG,ARE,1684,18799450.74,417215559.5
2019,AFG,ARG,15271,18799450.74,452818426
2019,AFG,ARM,2265,18799450.74,13619291.36
2019,AFG,ASM,13651,18799450.74,648000
2019,AFG,ATG,12303,18799450.74,1687533.333
2019,AFG,AUS,11415,18799450.74,1391952510
2019,AFG,AUT,4571,18799450.74,445011872.7
2019,AFG,AZE,1821,18799450.74,481742359
2019,AFG,BDI,5912,18799450.74,258126826
2019,AFG,BEL,5420,18799450.74,535376258
2019,AFG,BEN,7487,18799450.74,14391686.63
2019,AFG,BFA,7482,18799450.74,16178162.03
2019,AFG,BGD,2382,18799450.74,351238438.5
2019,AFG,BGR,4043,18799450.74,689154164
2019,AFG,BHR,2006,18799450.74,38653318.09
2019,AFG,BHS,12528,18799450.74,13192800
2019,AFG,BIH,4438,18799450.74,202013238
2019,AFG,BLR,3878,18799450.74,644096479
2019,AFG,BLZ,13820,18799450.74,194525036
2019,AFG,BMU,11186,18799450.74,7423465
2019,AFG,BOL,15338,18799450.74,40895322.85
2019,AFG,BRA,13759,18799450.74,1873288159
2019,AFG,BRB,12467,18799450.74,5304164.323
2019,AFG,BRN,5734,18799450.74,13469422.96
2019,AFG,BTN,2101,18799450.74,2535657.069
2019,AFG,BWA,7986,18799450.74,16695925.03
2019,AFG,CAF,6186,18799450.74,2221301.401
2019,AFG,CAN,10777,18799450.74,1742015045
2019,AFG,CHE,5165,18799450.74,731767398
2019,AFG,CHL,16337,18799450.74,278584733
2019,AFG,CHN,4852,18799450.74,14279937501
2019,AFG,CIV,8139,18799450.74,58539424.93
2019,AFG,CMR,6833,18799450.74,39670977.33
2019,AFG,COD,7087,18799450.74,51775830.73
2019,AFG,COG,7085,18799450.74,12750338.74
2019,AFG,COL,14220,18799450.74,323109543.3
2019,AFG,COM,5803,18799450.74,1195019.559
2019,AFG,CPV,9326,18799450.74,1981845.741
2019,AFG,CRI,14339,18799450.74,64417670.08
2019,AFG,CUB,12956,18799450.74,103428000
2019,AFG,CUW,13218,18799450.74,2995185.487
2019,AFG,CYM,13288,18799450.74,5943589.096
2019,AFG,CYP,3258,18799450.74,25758357.78
2019,AFG,CZE,4712,18799450.74,252498032
2019,AFG,DEU,4787,18799450.74,3888326789
2019,AFG,DJI,3661,18799450.74,3088853.639
2019,AFG,DMA,12420,18799450.74,611537.037
2019,AFG,DNK,4861,18799450.74,347561349
2019,AFG,DOM,12721,18799450.74,88941299.73
2019,AFG,DZA,5871,18799450.74,171767403.7
2019,AFG,ECU,15209,18799450.74,108108009
2019,AFG,EGY,3587,18799450.74,303080865.6
2019,AFG,ESP,6295,18799450.74,1393046093
2019,AFG,EST,4239,18799450.74,31045591.75
2019,AFG,ETH,4195,18799450.74,95912590.63
2019,AFG,FIN,4259,18799450.74,268508200
2019,AFG,FJI,12875,18799450.74,5496264.766
2019,AFG,FRA,5594,18799450.74,2728870247
2019,AFG,FRO,5965,18799450.74,3268839.776
2019,AFG,FSM,9489,18799450.74,412479.413
2019,AFG,GAB,7250,18799450.74,16874405.84
2019,AFG,GBR,5720,18799450.74,2878673912
2019,AFG,GEO,2268,18799450.74,174704366
2019,AFG,GHA,7835,18799450.74,68337537.82
2019,AFG,GIN,8761,18799450.74,13442861.44
2019,AFG,GMB,8802,18799450.74,18136088
2019,AFG,GNB,8800,18799450.74,1439638.443
2019,AFG,GNQ,7122,18799450.74,113641341
2019,AFG,GRC,4060,18799450.74,205144152.8
2019,AFG,GRD,12710,18799450.74,121348585
2019,AFG,GRL,7911,18799450.74,2994332.324
2019,AFG,GTM,14161,18799450.74,77020015
2019,AFG,GUM,7863,18799450.74,6364000
2019,AFG,GUY,12845,18799450.74,517376092
2019,AFG,HKG,4574,18799450.74,363052489
2019,AFG,HND,14077,18799450.74,25089976.95
2019,AFG,HRV,4610,18799450.74,62246206.34
2019,AFG,HTI,12866,18799450.74,14785839.38
2019,AFG,HUN,4371,18799450.74,163526491.4
2019,AFG,IDN,5999,18799450.74,1119099868
2019,AFG,IND,1002,18799450.74,2831552223
2019,AFG,IRL,6091,18799450.74,399122063.5
2019,AFG,IRN,1621,18799450.74,291362916.3
2019,AFG,IRQ,2288,18799450.74,233636097.8
2019,AFG,ISL,6662,18799450.74,24857740.45
2019,AFG,ISR,3199,18799450.74,397934597
2019,AFG,ITA,4941,18799450.74,2011285743
2019,AFG,JAM,13173,18799450.74,15830768.55
2019,AFG,JOR,3096,18799450.74,44502895.92
2019,AFG,JPN,6282,18799450.74,5123318152
2019,AFG,KAZ,1177,18799450.74,181667190
2019,AFG,KEN,5206,18799450.74,100379713.7
2019,AFG,KGZ,1038,18799450.74,8871026.074
2019,AFG,KHM,4420,18799450.74,27089389.79
2019,AFG,KIR,11192,18799450.74,177935.349
2019,AFG,KNA,12350,18799450.74,1164877.852
2019,AFG,KOR,5137,18799450.74,1651422932
2019,AFG,KWT,2079,18799450.74,136196760
2019,AFG,LAO,3784,18799450.74,18740559.55
2019,AFG,LBN,3091,18799450.74,516059593
2019,AFG,LBR,8700,18799450.74,3319596.5
2019,AFG,LBY,5125,18799450.74,69252306.37
2019,AFG,LCA,12496,18799450.74,2118791.548
2019,AFG,LIE,5091,18799450.74,6427248.943
2019,AFG,LKA,3246,18799450.74,83902574.44
2019,AFG,LSO,8315,18799450.74,2451257.579
2019,AFG,LTU,4046,18799450.74,54697379.02
2019,AFG,LUX,5310,18799450.74,70195715.5
2019,AFG,LVA,4186,18799450.74,34308783.83
2019,AFG,MAC,4520,18799450.74,55204758.07
2019,AFG,MAR,6902,18799450.74,119870439
2019,AFG,MCO,5312,18799450.74,7383745.662
2019,AFG,MDA,3626,18799450.74,11971345
2019,AFG,MDG,6343,18799450.74,14191911.51
2019,AFG,MDV,3390,18799450.74,5607762.625
2019,AFG,MEX,13907,18799450.74,1269404277
2019,AFG,MHL,10676,18799450.74,239462
2019,AFG,MKD,4204,18799450.74,12606338.45
2019,AFG,MLI,8058,18799450.74,17280250.81
2019,AFG,MLT,4912,18799450.74,15719500.92
2019,AFG,MMR,3327,18799450.74,68697759.36
2019,AFG,MNE,4378,18799450.74,554220151
2019,AFG,MNG,3449,18799450.74,14206359.01
2019,AFG,MNP,7853,18799450.74,1182000
2019,AFG,MOZ,7735,18799450.74,15390031.04
2019,AFG,MRT,8462,18799450.74,788965584
2019,AFG,MUS,6178,18799450.74,14045808.84
2019,AFG,MWI,6543,18799450.74,11025370.77
2019,AFG,MYS,4836,18799450.74,365276379.5
2019,AFG,NAM,8380,18799450.74,12543203.41
2019,AFG,NCL,12022,18799450.74,9438130.987
2019,AFG,NER,7080,18799450.74,129164556
2019,AFG,NGA,7393,18799450.74,448120428.9
2019,AFG,NIC,14229,18799450.74,12596636.04
2019,AFG,NLD,5366,18799450.74,910194347.6
2019,AFG,NOR,5017,18799450.74,404941363.6
2019,AFG,NPL,1713,18799450.74,34186191
2019,AFG,NRU,10756,18799450.74,118724.074
2019,AFG,NZL,13464,18799450.74,213434571.4
2019,AFG,OMN,1587,18799450.74,880608586
2019,AFG,PAK,1086,18799450.74,320909489
2019,AFG,PAN,14174,18799450.74,66984427
2019,AFG,PER,15795,18799450.74,228323495
2019,AFG,PHL,5622,18799450.74,376823278.6
2019,AFG,PLW,7297,18799450.74,274200
2019,AFG,PNG,9522,18799450.74,24751344.56
2019,AFG,POL,4268,18799450.74,597280564.7
2019,AFG,PRI,12480,18799450.74,104914600
2019,AFG,PRT,6799,18799450.74,239986922.6
2019,AFG,PRY,14848,18799450.74,37925338.33
2019,AFG,PSE,3245,18799450.74,17133500
2019,AFG,PYF,15750,18799450.74,600805548
2019,AFG,QAT,1992,18799450.74,175837551
2019,AFG,ROU,3817,18799450.74,249881592.3
2019,AFG,RUS,3370,18799450.74,1693113904
2019,AFG,RWA,5742,18799450.74,103563275
2019,AFG,SAU,2426,18799450.74,803616264.8
2019,AFG,SDN,4219,18799450.74,323380797
2019,AFG,SEN,8796,18799450.74,23398811.42
2019,AFG,SGP,5147,18799450.74,375472731.3
2019,AFG,SLB,10672,18799450.74,157009329
2019,AFG,SLE,8789,18799450.74,4076578.543
2019,AFG,SLV,14202,18799450.74,26896660
2019,AFG,SMR,4909,18799450.74,1616231.696
2019,AFG,SOM,4364,18799450.74,6476674.592
2019,AFG,SRB,4264,18799450.74,51514222.38
2019,AFG,STP,7493,18799450.74,427425.04
2019,AFG,SUR,12673,18799450.74,3984483.762
2019,AFG,SVK,4516,18799450.74,105284375.6
2019,AFG,SVN,4722,18799450.74,54178877.61
2019,AFG,SWE,4599,18799450.74,533879529
2019,AFG,SWZ,7839,18799450.74,4466066.557
2019,AFG,SYC,4566,18799450.74,1684228.529
2019,AFG,TCA,12529,18799450.74,1197415
2019,AFG,TCD,5984,18799450.74,11314951.34
2019,AFG,TGO,7611,18799450.74,722039548
2019,AFG,THA,3905,18799450.74,544081056
2019,AFG,TJK,446,18799450.74,8300784.857
2019,AFG,TKM,1041,18799450.74,45231428.57
2019,AFG,TLS,7609,18799450.74,2047931.7
2019,AFG,TON,13619,18799450.74,512350.059
2019,AFG,TTO,12805,18799450.74,23886216.4
2019,AFG,TUN,5261,18799450.74,41772900.76
2019,AFG,TUR,3583,18799450.74,761004425.6
2019,AFG,TUV,12380,18799450.74,5422349
2019,AFG,TWN,5109,18799450.74,610872000
2019,AFG,TZA,5553,18799450.74,61136873.69
2019,AFG,UGA,5368,18799450.74,35353060.63
2019,AFG,UKR,3580,18799450.74,153882982
2019,AFG,URY,15081,18799450.74,61231149.88
2019,AFG,USA,10862,18799450.74,21372572437
2019,AFG,UZB,748,18799450.74,59907674.03
2019,AFG,VCT,12582,18799450.74,910149.699
2019,AFG,VNM,4624,18799450.74,330391329.5
2019,AFG,VUT,11931,18799450.74,93652668
2019,AFG,WSM,13527,18799450.74,85200705
2019,AFG,YEM,3279,18799450.74,218876142
2019,AFG,ZAF,8000,18799450.74,387934574
2019,AFG,ZMB,7019,18799450.74,23308667.78
2019,AFG,ZWE,7061,18799450.74,19284289.74
2019,AGO,ABW,9505,69309104.81,3310055.866
2019,AGO,AFG,7593,69309104.81,18799450.74
2019,AGO,ALB,5595,69309104.81,15401830.75
2019,AGO,AND,5809,69309104.81,3155149.348
2019,AGO,ARE,5919,69309104.81,417215559.5
2019,AGO,ARG,7780,69309104.81,452818426
2019,AGO,ARM,6309,69309104.81,13619291.36
2019,AGO,ASM,17412,69309104.81,648000
2019,AGO,ATG,8742,69309104.81,1687533.333
2019,AGO,AUS,13535,69309104.81,1391952510
2019,AGO,AUT,6326,69309104.81,445011872.7
2019,AGO,AZE,6623,69309104.81,481742359
2019,AGO,BDI,1884,69309104.81,258126826
2019,AGO,BEL,6668,69309104.81,535376258
2019,AGO,BEN,2077,69309104.81,14391686.63
2019,AGO,BFA,2858,69309104.81,16178162.03
2019,AGO,BGD,9121,69309104.81,351238438.5
2019,AGO,BGR,5798,69309104.81,689154164
2019,AGO,BHR,5599,69309104.81,38653318.09
2019,AGO,BHS,10485,69309104.81,13192800
2019,AGO,BIH,5857,69309104.81,202013238
2019,AGO,BLR,7082,69309104.81,644096479
2019,AGO,BLZ,11572,69309104.81,194525036
2019,AGO,BMU,9423,69309104.81,7423465
2019,AGO,BOL,8829,69309104.81,40895322.85
2019,AGO,BRA,6559,69309104.81,1873288159
2019,AGO,BRB,8410,69309104.81,5304164.323
2019,AGO,BRN,11387,69309104.81,13469422.96
2019,AGO,BTN,9144,69309104.81,2535657.069
2019,AGO,BWA,2208,69309104.81,16695925.03
2019,AGO,CAF,1574,69309104.81,2221301.401
2019,AGO,CAN,10896,69309104.81,1742015045
2019,AGO,CHE,6242,69309104.81,731767398
2019,AGO,CHL,8912,69309104.81,278584733
2019,AGO,CHN,12250,69309104.81,14279937501
2019,AGO,CIV,2476,69309104.81,58539424.93
2019,AGO,CMR,1418,69309104.81,39670977.33
2019,AGO,COD,549,69309104.81,51775830.73
2019,AGO,COG,554,69309104.81,12750338.74
2019,AGO,COL,9802,69309104.81,323109543.3
2019,AGO,COM,3302,69309104.81,1195019.559
2019,AGO,CPV,4831,69309104.81,1981845.741
2019,AGO,CRI,10979,69309104.81,64417670.08
2019,AGO,CUB,10968,69309104.81,103428000
2019,AGO,CUW,9380,69309104.81,2995185.487
2019,AGO,CYM,10818,69309104.81,5943589.096
2019,AGO,CYP,5310,69309104.81,25758357.78
2019,AGO,CZE,6529,69309104.81,252498032
2019,AGO,DEU,6799,69309104.81,3888326789
2019,AGO,DJI,4008,69309104.81,3088853.639
2019,AGO,DMA,8650,69309104.81,611537.037
2019,AGO,DNK,7150,69309104.81,347561349
2019,AGO,DOM,9609,69309104.81,88941299.73
2019,AGO,DZA,5158,69309104.81,171767403.7
2019,AGO,ECU,10326,69309104.81,108108009
2019,AGO,EGY,4714,69309104.81,303080865.6
2019,AGO,ESP,5724,69309104.81,1393046093
2019,AGO,EST,7638,69309104.81,31045591.75
2019,AGO,ETH,3450,69309104.81,95912590.63
2019,AGO,FIN,7720,69309104.81,268508200
2019,AGO,FJI,16613,69309104.81,5496264.766
2019,AGO,FRA,6479,69309104.81,2728870247
2019,AGO,FRO,8044,69309104.81,3268839.776
2019,AGO,FSM,16164,69309104.81,412479.413
2019,AGO,GAB,1103,69309104.81,16874405.84
2019,AGO,GBR,6808,69309104.81,2878673912
2019,AGO,GEO,6458,69309104.81,174704366
2019,AGO,GHA,2380,69309104.81,68337537.82
2019,AGO,GIN,3609,69309104.81,13442861.44
2019,AGO,GMB,4124,69309104.81,18136088
2019,AGO,GNB,3927,69309104.81,1439638.443
2019,AGO,GNQ,1244,69309104.81,113641341
2019,AGO,GRC,5294,69309104.81,205144152.8
2019,AGO,GRD,8611,69309104.81,121348585
2019,AGO,GRL,9715,69309104.81,2994332.324
2019,AGO,GTM,11735,69309104.81,77020015
2019,AGO,GUM,14723,69309104.81,6364000
2019,AGO,GUY,8107,69309104.81,517376092
2019,AGO,HKG,11507,69309104.81,363052489
2019,AGO,HND,11372,69309104.81,25089976.95
2019,AGO,HRV,6059,69309104.81,62246206.34
2019,AGO,HTI,9863,69309104.81,14785839.38
2019,AGO,HUN,6266,69309104.81,163526491.4
2019,AGO,IDN,10308,69309104.81,1119099868
2019,AGO,IND,8019,69309104.81,2831552223
2019,AGO,IRL,7132,69309104.81,399122063.5
2019,AGO,IRN,6351,69309104.81,291362916.3
2019,AGO,IRQ,5716,69309104.81,233636097.8
2019,AGO,ISL,8613,69309104.81,24857740.45
2019,AGO,ISR,5075,69309104.81,397934597
2019,AGO,ITA,5618,69309104.81,2011285743
2019,AGO,JAM,10320,69309104.81,15830768.55
2019,AGO,JOR,5120,69309104.81,44502895.92
2019,AGO,JPN,13852,69309104.81,5123318152
2019,AGO,KAZ,8625,69309104.81,181667190
2019,AGO,KEN,2743,69309104.81,100379713.7
2019,AGO,KGZ,8437,69309104.81,8871026.074
2019,AGO,KHM,10394,69309104.81,27089389.79
2019,AGO,KIR,17640,69309104.81,177935.349
2019,AGO,KNA,8838,69309104.81,1164877.852
2019,AGO,KOR,12697,69309104.81,1651422932
2019,AGO,KWT,5634,69309104.81,136196760
2019,AGO,LAO,10250,69309104.81,18740559.55
2019,AGO,LBN,5282,69309104.81,516059593
2019,AGO,LBR,3149,69309104.81,3319596.5
2019,AGO,LBY,4616,69309104.81,69252306.37
2019,AGO,LCA,8577,69309104.81,2118791.548
2019,AGO,LIE,6211,69309104.81,6427248.943
2019,AGO,LKA,7593,69309104.81,83902574.44
2019,AGO,LSO,2712,69309104.81,2451257.579
2019,AGO,LTU,7130,69309104.81,54697379.02
2019,AGO,LUX,6512,69309104.81,70195715.5
2019,AGO,LVA,7359,69309104.81,34308783.83
2019,AGO,MAC,11440,69309104.81,55204758.07
2019,AGO,MAR,5188,69309104.81,119870439
2019,AGO,MCO,5851,69309104.81,7383745.662
2019,AGO,MDA,6376,69309104.81,11971345
2019,AGO,MDG,3863,69309104.81,14191911.51
2019,AGO,MDV,6842,69309104.81,5607762.625
2019,AGO,MEX,12680,69309104.81,1269404277
2019,AGO,MHL,17620,69309104.81,239462
2019,AGO,MKD,5691,69309104.81,12606338.45
2019,AGO,MLI,3341,69309104.81,17280250.81
2019,AGO,MLT,4953,69309104.81,15719500.92
2019,AGO,MMR,9553,69309104.81,68697759.36
2019,AGO,MNE,5711,69309104.81,554220151
2019,AGO,MNG,11004,69309104.81,14206359.01
2019,AGO,MNP,14827,69309104.81,1182000
2019,AGO,MOZ,2779,69309104.81,15390031.04
2019,AGO,MRT,4379,69309104.81,788965584
2019,AGO,MUS,4917,69309104.81,14045808.84
2019,AGO,MWI,2312,69309104.81,11025370.77
2019,AGO,MYS,9901,69309104.81,365276379.5
2019,AGO,NAM,1573,69309104.81,12543203.41
2019,AGO,NCL,15503,69309104.81,9438130.987
2019,AGO,NER,2761,69309104.81,129164556
2019,AGO,NGA,2013,69309104.81,448120428.9
2019,AGO,NIC,11245,69309104.81,12596636.04
2019,AGO,NLD,6829,69309104.81,910194347.6
2019,AGO,NOR,7625,69309104.81,404941363.6
2019,AGO,NPL,8739,69309104.81,34186191
2019,AGO,NRU,16936,69309104.81,118724.074
2019,AGO,NZL,14593,69309104.81,213434571.4
2019,AGO,OMN,6101,69309104.81,880608586
2019,AGO,PAK,6929,69309104.81,320909489
2019,AGO,PAN,10469,69309104.81,66984427
